seats,bp_batch_mean,bp_batch_mean_delta,bp_batch_mean_percent_error,utilization,bp_by_hour_50,bp_by_hour_95,bp_by_hour_99,bp_by_hour_mean,bp_by_day_50,bp_by_day_95,bp_by_day_99,bp_by_day_mean,bp_by_week_50,bp_by_week_95,bp_by_week_99,bp_by_week_mean,bp_by_month_50,bp_by_month_95,bp_by_month_99,bp_by_month_mean,bp_by_year_50,bp_by_year_95,bp_by_year_99,bp_by_year_mean,billable_time,lost_billable_time,server_cost_time,num_servers,ns_delta
130,0.00578068778387,0.00418765514185,72.4421608365,0.211480730382,0,0,0,0.000991286669204,0,0.007168065823,0.0564349315306,0.00237875891239,0,0.0153020650944,0.0364245478607,0.00311047275393,0.000870248295123,0.0142781518006,0.0169641025331,0.00374029044672,0.00559373501678,0.00559373501678,0.00559373501678,0.00559373501678,866674483,4617738,31524039,1,0
132,0.00520261900549,0.00393663055487,75.6663240325,0.208390164302,0,0,0,0.000878974490619,0,0.00475677017561,0.0516756110244,0.00213643900302,0,0.0141568916094,0.0340779588601,0.00278763233552,0.000654285570487,0.0130234477193,0.0157206058856,0.00335219852214,0.0050343615151,0.0050343615151,0.0050343615151,0.0050343615151,867147556,4144665,31524039,1,0
134,0.00468353683714,0.00368725359158,78.7279724661,0.20537734711,0,0,0,0.000783505124073,0,0.00217858122942,0.0480654879529,0.00191876953085,0,0.0128842606486,0.0318132844114,0.00249969879697,0.00055362625195,0.0118783050957,0.0146053667972,0.00299845944143,0.00453206694217,0.00453206694217,0.00453206694217,0.00453206694217,867559349,3732872,31524039,1,0
136,0.00421164395682,0.00347528103442,82.5160215357,0.202452689219,0,0,0,0.000697947258212,0,0,0.0447394695788,0.00172075037556,0,0.0115583026986,0.0298614884961,0.00223720760207,0.000440701204583,0.0108924661747,0.013628333717,0.00267896350325,0.00407543551223,0.00407543551223,0.00407543551223,0.00407543551223,867969200,3323021,31524039,1,0
138,0.00377514304253,0.00322586549964,85.4501528366,0.199586519731,0,0,0,0.000622171405518,0,0,0.0406827110418,0.00154290029205,0,0.010723399121,0.0274329849436,0.00200177453937,0.000244834002546,0.00990169586895,0.0126857627824,0.00238555764843,0.00365305143953,0.00365305143953,0.00365305143953,0.00365305143953,868264706,3027515,31524039,1,0
140,0.00339762873828,0.00299461499279,88.138381897,0.196803729234,0,0,0,0.000556342061342,0,0,0.0368133541342,0.0013883431866,0,0.00979197044689,0.0254140541504,0.00179752208809,0.000146900401528,0.0090650836821,0.0117385750491,0.0021388667576,0.00328774629558,0.00328774629558,0.00328774629558,0.00328774629558,868566781,2725440,31524039,1,0
142,0.00306730372206,0.0028086925755,91.5687792931,0.194095109762,0,0,0,0.000498735049782,0,0,0.0331302964119,0.00125150448184,0,0.0089570668693,0.0237751367685,0.0016173316836,0.000048966800509,0.00832817018365,0.0109885691661,0.00192052678692,0.00296810429462,0.00296810429462,0.00296810429462,0.00296810429462,868849977,2442244,31524039,1,0
144,0.00274287736684,0.00264236243991,96.3354203092,0.191452660363,0,0,0,0.000443670664654,0,0,0.029735850234,0.00111696890306,0,0.00812216329171,0.0221140498755,0.00144032708438,0,0.00752672028643,0.010332001271,0.00171063134964,0.00265417018653,0.00265417018653,0.00265417018653,0.00265417018653,869092003,2200218,31524039,1,0
146,0.00247153896066,0.00251084136739,101.590199764,0.188878431507,0,0,0,0.000396892479936,0,0,0.0269186271451,0.00100245427301,0,0.00736206024604,0.0209370604566,0.00129018620835,0,0.00691930798344,0.00974968931735,0.00153694474358,0.00239160711432,0.00239160711432,0.00239160711432,0.00239160711432,869314812,1977409,31524039,1,0
148,0.00221789653749,0.00235765524301,106.301407805,0.186374450493,0,0,0,0.000353901142255,0,0,0.0240841809672,0.000895867995531,0,0.00639928016923,0.0197748507119,0.00114970193258,0,0.00636656930987,0.00914286366701,0.00137607644206,0.00214616772072,0.00214616772072,0.00214616772072,0.00214616772072,869540766,1751455,31524039,1,0
150,0.0019406594703,0.00219053644554,112.875879518,0.183934649364,0,0,0,0.000305832961185,0,0,0.0206897347894,0.000781189614828,0,0.00541477552781,0.0182178478819,0.000997980745657,0,0.00572420891621,0.00844721682755,0.00119860378868,0.00187789675563,0.00187789675563,0.00187789675563,0.00187789675563,869754459,1537762,31524039,1,0
152,0.00176369964018,0.00208838790574,118.409498883,0.181547720489,0,0,0,0.000276380193502,0,0,0.0184325117005,0.000708953317069,0,0.00475119757866,0.0171227730149,0.000904095052865,0,0.00525122919337,0.00799813665753,0.00108821900527,0.00170665996941,0.00170665996941,0.00170665996941,0.00170665996941,869913848,1378373,31524039,1,0
154,0.00159263847107,0.00194952356392,122.408418442,0.179220609818,0,0,0,0.000247564718545,0,0,0.0158694539782,0.000641090653612,0,0.00433374578986,0.0157295992886,0.000814672514749,0,0.00476817250221,0.00744069582621,0.000980658260788,0.00154113107605,0.00154113107605,0.00154113107605,0.00154113107605,870062654,1229567,31524039,1,0
156,0.00143337462396,0.00182254736029,127.150804111,0.176951104903,0,0,0,0.000221523686254,0,0,0.0138836193448,0.000576508320756,0,0.00390531300425,0.0144233954069,0.000731916203248,0,0.00430505554874,0.00692269136498,0.000881655104004,0.00138701796845,0.00138701796845,0.00138701796845,0.00138701796845,870201311,1090910,31524039,1,0
158,0.00128590809886,0.00171832795904,133.627586649,0.174735081546,0,0,0,0.000198308343307,0,0,0.0116114069877,0.0005165991517,0,0.00318207244002,0.0134881019436,0.000655268126887,0,0.00388674945531,0.00644909749829,0.000791795403188,0.00124432064659,0.00124432064659,0.00124432064659,0.00124432064659,870320173,972048,31524039,1,0
160,0.00117383353979,0.00163702573275,139.459785163,0.172570289534,0,0,0,0.000180570161635,0,0,0.0094432483475,0.00047151470653,0,0.00262763451809,0.0126170839738,0.000596836678943,0,0.00360287594203,0.00610873541528,0.000724318390037,0.00113587068198,0.00113587068198,0.00113587068198,0.00113587068198,870418006,874215,31524039,1,0
162,0.00108535362473,0.00155135682373,142.935609961,0.17045754245,0,0,0,0.000167179572855,0,0,0.00768993046613,0.000436196208768,0,0.00214547414194,0.0119258630976,0.000550864505551,0,0.00332393381343,0.00573391118665,0.000669647119186,0.00105025228887,0.00105025228887,0.00105025228887,0.00105025228887,870508655,783566,31524039,1,0
164,0.000979177726656,0.00146448755567,149.562997176,0.168394461933,0,0,0,0.000150011627757,0,0,0.00545631728045,0.000394319226099,0,0.00144648112846,0.0112346422215,0.000495625980138,0,0.00309201268589,0.00536849115823,0.000603670792714,0.000947510217128,0.000947510217128,0.000947510217128,0.000947510217128,870589668,702553,31524039,1,0
166,0.000867103167581,0.00137753680729,158.866540775,0.166380060947,0,0,0,0.000132663394009,0,0,0.00363754485364,0.000348692087634,0,0.000964320752307,0.0102043256007,0.000436867391035,0,0.00278652869579,0.00498835855731,0.000536269587423,0.000839060252517,0.000839060252517,0.000839060252517,0.000839060252517,870665274,626947,31524039,1,0
168,0.000725535303486,0.00121612812109,167.61804908,0.164409245411,0,0,0,0.000108987079607,0,0,0.00181877242682,0.000291866398658,0,0.000482160376153,0.00882188384839,0.000364028187032,0,0.00238347532558,0.00434057312254,0.000449385541245,0.000702070823535,0.000702070823535,0.000702070823535,0.000702070823535,870717702,574519,31524039,1,0
170,0.000619359405415,0.00112505313333,181.64786447,0.162487655849,0,0,0,0.000090602184496,0,0,0,0.000249025259211,0,0,0.00788659038508,0.000308737973963,0,0.00210006038145,0.00392940590826,0.000384656759159,0.000599328751798,0.000599328751798,0.000599328751798,0.000599328751798,870785424,506797,31524039,1,0
172,0.000560372795375,0.00104514877763,186.509549759,0.160605997987,0,0,0,0.000080915818401,0,0,0,0.000225166286294,0,0,0.00711059557277,0.000278674339424,0,0.0018974690422,0.0036407486826,0.000349261500222,0.000542249823055,0.000542249823055,0.000542249823055,0.000542249823055,870827356,464865,31524039,1,0
174,0.00050728484634,0.000965874339038,190.400786857,0.158767162732,0,0,0,0.000072545186381,0,0,0,0.000203884473552,0,0,0.00641937469663,0.000251807308812,0,0.00171588209477,0.0033562923353,0.000317048724896,0.000490878787187,0.000490878787187,0.000490878787187,0.000490878787187,870866908,425313,31524039,1,0
176,0.000471892880316,0.0009093642316,192.705647729,0.156967776098,0,0,0,0.000067558724313,0,0,0,0.000189465706707,0,0,0.00596197718631,0.000233986545774,0,0.00159517901453,0.00315490960652,0.00029540352121,0.000456631429941,0.000456631429941,0.000456631429941,0.000456631429941,870893460,398761,31524039,1,0
178,0.000460095558308,0.00088663012581,192.705647729,0.155208456397,0,0,0,0.000065712452305,0,0,0,0.000184729064039,0,0,0.00581292775665,0.000228136882129,0,0.00155529953917,0.00307603686636,0.00028801843318,0.000445215644193,0.000445215644193,0.000445215644193,0.000445215644193,870917943,374278,31524039,1,0
180,0.000424703592285,0.00081842780844,192.705647729,0.153487464669,0,0,0,0.000059990949608,0,0,0,0.000170519136036,0,0,0.00536577946768,0.000210587891196,0,0.00143566111308,0.00283941864587,0.000265863169089,0.000410968286947,0.000410968286947,0.000410968286947,0.000410968286947,870938068,354153,31524039,1,0
182,0.000395210287265,0.000761592543965,192.705647729,0.151804139022,0,0,0,0.00005506436958,0,0,0,0.000158677529367,0,0,0.00499315589354,0.000195963732085,0,0.00133596242467,0.00264223679546,0.000247400449013,0.000382428822576,0.000382428822576,0.000382428822576,0.000382428822576,870957287,334934,31524039,1,0
184,0.000371615643249,0.000716124332385,192.705647729,0.150158024263,0,0,0,0.000050876298356,0,0,0,0.000149204244032,0,0,0.00469505703422,0.000184264404797,0,0.00125620347395,0.00248449131514,0.000232630272953,0.000359597251079,0.000359597251079,0.000359597251079,0.000359597251079,870980084,312137,31524039,1,0
186,0.000348020999233,0.000670656120805,192.705647729,0.148547903498,0,0,0,0.000047496594876,0,0,0,0.000139730958696,0,0,0.0043969581749,0.000172565077508,0,0.00117644452322,0.00232674583481,0.000217860096892,0.000336765679582,0.000336765679582,0.000336765679582,0.000336765679582,871006362,285859,31524039,1,0
188,0.000336223677225,0.000647922015015,192.705647729,0.146970857633,0,0,0,0.000045650322868,0,0,0,0.000134994316029,0,0,0.00424790874525,0.000166715413864,0,0.00113656504786,0.00224787309465,0.000210475008862,0.000325349893833,0.000325349893833,0.000325349893833,0.000325349893833,871025629,266592,31524039,1,0
190,0.000306730372206,0.00059108675054,192.705647729,0.145428671451,0,0,0,0.000040723742841,0,0,0,0.00012315270936,0,0,0.0038752851711,0.000152091254753,0,0.00103686635945,0.00205069124424,0.000192012288786,0.000296810429462,0.000296810429462,0.000296810429462,0.000296810429462,871054831,237390,31524039,1,0
192,0.000289034389194,0.000556985591855,192.705647729,0.143917090013,0,0,0,0.000038082548163,0,0,0,0.000116047745358,0,0,0.00365171102662,0.000143316759286,0,0.000977047146402,0.001932382134,0.000180934656741,0.000279686750839,0.000279686750839,0.000279686750839,0.000279686750839,871074808,217413,31524039,1,0
194,0.000259541084174,0.00050015032738,192.705647729,0.142435878887,0,0,0,0.000034092549214,0,0,0,0.000104206138689,0,0,0.00327908745247,0.000128692600175,0,0.000877348457994,0.00173520028359,0.000162471936665,0.000251147286468,0.000251147286468,0.000251147286468,0.000251147286468,871089915,202306,31524039,1,0
196,0.000230047779154,0.000443315062905,192.705647729,0.140985292435,0,0,0,0.000029478809721,0,0,0,0.00009236453202,0,0,0.00290646387833,0.000114068441065,0,0.000777649769585,0.00153801843318,0.00014400921659,0.000222607822096,0.000222607822096,0.000222607822096,0.000222607822096,871107468,184753,31524039,1,0
198,0.000206453135138,0.000397846851325,192.705647729,0.139563262733,0,0,0,0.000026411946775,0,0,0,0.000082891246684,0,0,0.00260836501901,0.000102369113776,0,0.000697890818859,0.00138027295285,0.000129239040529,0.000199776250599,0.000199776250599,0.000199776250599,0.000199776250599,871120352,171869,31524039,1,0
200,0.000182858491123,0.000352378639745,192.705647729,0.138173086101,0,0,0,0.000023345083829,0,0,0,0.000073417961349,0,0,0.0023102661597,0.000090669786487,0,0.000618131868132,0.00122252747253,0.000114468864469,0.000176944679102,0.000176944679102,0.000176944679102,0.000176944679102,871154751,137470,31524039,1,0
