percentile,window_size,bp_batch_mean,bp_batch_mean_delta,bp_batch_mean_percent_error,utilization,bp_by_hour_50,bp_by_hour_95,bp_by_hour_99,bp_by_hour_mean,bp_by_day_50,bp_by_day_95,bp_by_day_99,bp_by_day_mean,bp_by_week_50,bp_by_week_95,bp_by_week_99,bp_by_week_mean,bp_by_month_50,bp_by_month_95,bp_by_month_99,bp_by_month_mean,bp_by_year_50,bp_by_year_95,bp_by_year_99,bp_by_year_mean,billable_time,lost_billable_time,server_cost_time,num_servers,ns_delta
0.95,12,0.0681590279007,0.0121901982068,17.8849355431,0.823038159735,0.0,0.581063122924,1.0,0.105708889914,0.0798399207592,0.24062962963,0.333333333333,0.099191430028,0.0819270124778,0.191161450707,0.263508844666,0.0938006974352,0.0738567790098,0.142857380112,0.147227944263,0.0824249060921,0.0693851457796,0.0693851457796,0.0693851457796,0.0693851457796,806316449.0,64975772.0,3.45902364273e+11,31.0344110718,3.45689970229
0.95,144,0.0550286085059,0.0100862315548,18.3290688765,0.808499451715,0.0,0.333333333333,0.666666666667,0.0574006509525,0.0669273805818,0.199009433962,0.356815789474,0.0862456082723,0.0603275793771,0.170371725754,0.227311129537,0.0819098849273,0.0508092803697,0.123370882601,0.125476744738,0.0708904119888,0.0575070207082,0.0575070207082,0.0575070207082,0.0575070207082,818074404.0,53217817.0,3.35053737534e+11,31.0242932862,3.39378796793
0.95,288,0.0385064590338,0.00889911453819,23.1107059997,0.802842511805,0.0,0.25,0.55202020202,0.0404437216279,0.0428172255095,0.200925925926,0.355045454545,0.0639870096289,0.0427560977729,0.136329190873,0.218312603648,0.06232497766,0.0351100272224,0.0946958367875,0.101443180199,0.0516862488487,0.0407086919793,0.0407086919793,0.0407086919793,0.0407086919793,834235796.0,37056425.0,3.42500568534e+11,31.6895936396,3.43721599491
0.95,2016,0.0367014687666,0.0104466557797,28.4638629755,0.795424306,0.0,0.176470588235,0.442888888889,0.0284251945369,0.0292791190174,0.160249569273,0.316388656439,0.0495811963311,0.0366785443817,0.137527020704,0.193280818132,0.0556895291054,0.0349823079811,0.0952681172125,0.102199690858,0.0493563330598,0.0389107057239,0.0389107057239,0.0389107057239,0.0389107057239,837532532.0,33759689.0,3.46637675634e+11,31.61393404,3.39854669029
0.96,12,0.0647731964844,0.0120601771276,18.6190859525,0.820309448551,0.0,0.591176470588,1.0,0.103599980332,0.0768002116101,0.234182716049,0.333333333333,0.0955517332788,0.0762209001038,0.185550478139,0.267165561083,0.0902790351915,0.0711297032977,0.137124119356,0.138765030057,0.0785933379941,0.0659375784835,0.0659375784835,0.0659375784835,0.0659375784835,809591241.0,61700980.0,3.52067087373e+11,31.2452885748,3.4685527665
0.96,144,0.0459151772548,0.0089100744497,19.4055102962,0.801219367814,0.0,0.285714285714,0.61,0.0476156344975,0.0546701901773,0.190801886792,0.335423728814,0.0732985783639,0.0500385273407,0.142080977491,0.212918739635,0.0693689319608,0.0417024793151,0.104096894565,0.105891610053,0.0593214218545,0.0480661658942,0.0480661658942,0.0480661658942,0.0480661658942,826415528.0,44876693.0,3.42902255334e+11,31.5261484099,3.41872688739
0.96,288,0.0335102931635,0.00789222013284,23.5516296272,0.797752702778,0.0,0.2,0.5,0.0331795433522,0.0352296028491,0.169339622642,0.311393034826,0.0548572892348,0.0389515774808,0.118060001139,0.200038695412,0.0543467694592,0.0309785566896,0.0833386957986,0.0888988788066,0.0451310920708,0.0354745542136,0.0354745542136,0.0354745542136,0.0354745542136,839127049.0,32165172.0,3.48456603612e+11,32.0037926973,3.45302905029
0.96,2016,0.0314929511001,0.00940254033457,29.8560154134,0.787287447437,0.0,0.150749547687,0.386508736559,0.0230244531677,0.0214465937763,0.144898932113,0.259599208592,0.0406952490091,0.0317835410326,0.105397976237,0.186365970733,0.0464416846727,0.030218747042,0.076402138839,0.08028845345,0.0412827392925,0.0331171944565,0.0331171944565,0.0331171944565,0.0331171944565,842887630.0,28404591.0,3.53398135734e+11,31.9870200236,3.41357185713
0.97,12,0.0638117147408,0.0119236138169,18.6856188794,0.818690448396,0.0,0.580721966206,1.0,0.102549067167,0.0760544914042,0.233132716049,0.333333333333,0.0944994528692,0.0726699909139,0.179443593875,0.267165561083,0.089117798656,0.0692481967848,0.136013313722,0.137744731251,0.0776293298922,0.065007191945,0.065007191945,0.065007191945,0.065007191945,810169474.0,61122747.0,3.53946843573e+11,31.3395936396,3.48064972826
0.97,144,0.0408423287914,0.00807824013258,19.7790879503,0.796382454263,0.0,0.25,0.557235142119,0.0420534387161,0.0474158475498,0.182960992908,0.315536723164,0.0655954288679,0.0440793062917,0.138506647678,0.204332043486,0.062264670853,0.0377145813183,0.0906363282357,0.0929266235926,0.0527005116843,0.0427977807713,0.0427977807713,0.0427977807713,0.0427977807713,831427124.0,39865097.0,3.48183044112e+11,31.8568786808,3.43710952778
0.97,288,0.0277826933286,0.00662308412265,23.8388843166,0.789809737666,0.0,0.172413793103,0.5,0.0277888026042,0.0274062019386,0.129415954416,0.311393034826,0.0461153820076,0.0326072353131,0.102770533157,0.189645752718,0.0463847613149,0.0260679273964,0.0688546781693,0.0781369067414,0.0378275261086,0.0296582113747,0.0296582113747,0.0296582113747,0.0296582113747,844339423.0,26952798.0,3.56440868073e+11,32.4034157833,3.46850393225
0.97,2016,0.0264613932637,0.00836872282108,31.626160942,0.779572148231,0.0,0.125,0.363636363636,0.0196166442696,0.0163719185423,0.127588454,0.251516393443,0.0357268125079,0.0257765465594,0.096308873581,0.171963350403,0.0407462339748,0.0261502732977,0.0703984104943,0.0774825713445,0.0357675438252,0.028191282906,0.028191282906,0.028191282906,0.028191282906,846990441.0,24301780.0,3.61215565773e+11,32.3954770318,3.43556797423
0.98,12,0.0633398218604,0.011940611224,18.8516653083,0.81773982406,0.0,0.581063122924,1.0,0.102483598372,0.0761876579181,0.233132716049,0.333333333333,0.094244554555,0.0722632388293,0.179935104152,0.267165561083,0.0888369565357,0.0691454013408,0.135414710463,0.136560827028,0.0770949478543,0.0645391447293,0.0645391447293,0.0645391447293,0.0645391447293,810668293.0,60623928.0,3.55436395173e+11,31.4043757362,3.48723925463
0.98,144,0.0308912876777,0.00669316147264,21.6668257486,0.783617551246,0.0,0.2,0.5,0.0316830518394,0.0343917750887,0.148817966903,0.280833333333,0.0509975482356,0.0350166034303,0.0948043671983,0.175253362816,0.0479390835391,0.0285695745678,0.065714359779,0.069162133593,0.0398867478062,0.03236946049,0.03236946049,0.03236946049,0.03236946049,840842530.0,30449691.0,3.61469066334e+11,32.5396525324,3.47065787733
0.98,288,0.0222320533239,0.00530074843761,23.8428199158,0.779305752664,0.0,0.136363636364,0.394615384615,0.0210259206759,0.0225014630554,0.114501250782,0.242751046025,0.0360318674762,0.0254425632368,0.0769602669721,0.146418371107,0.0365883685656,0.0205055999338,0.0539452067313,0.0613508390991,0.0299165136618,0.0237277106783,0.0237277106783,0.0237277106783,0.0237277106783,849566887.0,21725334.0,3.63790382112e+11,32.8793580683,3.49307486991
0.98,2016,0.0214475314104,0.00707286745837,32.9775363096,0.769049306661,0.0,0.0952380952381,0.328453488372,0.0150636222437,0.0120193002225,0.108116965363,0.188861788618,0.0283198756256,0.0213877548716,0.0788674159822,0.128793116529,0.032980442617,0.0202665275004,0.0616644246426,0.0675495783475,0.0296302815985,0.0230484714263,0.0230484714263,0.0230484714263,0.0230484714263,851232335.0,20059886.0,3.66851069973e+11,32.882573616,3.47119541282
0.99,12,0.0629328142512,0.01191345179,18.9304291119,0.816972165823,0.0,0.579371816638,1.0,0.102186938302,0.0757014670275,0.233132716049,0.333333333333,0.0938147800758,0.0711608732476,0.178460573321,0.267165561083,0.0883808939243,0.0683382624469,0.135270204305,0.136797971689,0.0767161937179,0.0641338843353,0.0641338843353,0.0641338843353,0.0641338843353,810952344.0,60339877.0,3.57143794173e+11,31.454540636,3.490788901
0.99,144,0.0234589748127,0.00540344813576,23.0336073034,0.769518577119,0.0,0.145891853933,0.486038687973,0.0234952458134,0.0259740621794,0.117567567568,0.201199075094,0.0383304063568,0.0240685016615,0.0747778162624,0.13472498618,0.036447673791,0.0220475838367,0.0504203141187,0.0506940146696,0.0301693729643,0.0245325235736,0.0245325235736,0.0245325235736,0.0245325235736,848286551.0,23005670.0,3.73287062034e+11,33.2291755006,3.50360488367
0.99,288,0.0147820444759,0.00365107923144,24.6994198766,0.759310282778,0.0,0.0833333333333,0.308882783883,0.0134693315683,0.0137090711661,0.0734223300971,0.178427659106,0.0239573490699,0.0158351629667,0.0591876400255,0.0955790491985,0.0245200575106,0.0131252792543,0.0385077574309,0.0406068484364,0.0199556697734,0.0157880316902,0.0157880316902,0.0157880316902,0.0157880316902,856560273.0,14731948.0,3.76862471973e+11,33.7122497055,3.54200043764
0.99,2016,0.0141744823925,0.0049910432884,35.2114676938,0.74534058585,0.0,0.0434782608696,0.210526315789,0.00786499406398,0.00519076359325,0.0716629313041,0.111280991736,0.0164289975289,0.0127912729076,0.0542241349082,0.0719533159429,0.0198276366445,0.0142963967933,0.0413224172202,0.0450221078421,0.0195998876516,0.015297152903,0.015297152903,0.015297152903,0.015297152903,858037591.0,13254630.0,3.78400042512e+11,33.8100647821,3.52857974854
1.0,12,0.0595233881909,0.011164571824,18.756613431,0.816701768199,0.0,0.522256728778,1.0,0.0931254805567,0.067878887609,0.206579903148,0.301025641026,0.0853197664698,0.0677238427351,0.170183288428,0.238016860144,0.0811523938152,0.0628596546034,0.128153845733,0.129521690331,0.0711611796388,0.0603095961095,0.0603095961095,0.0603095961095,0.0603095961095,814358053.0,56934168.0,3.55722647634e+11,31.5397349823,3.49108013033
1.0,144,0.0144812127647,0.00327315930266,22.6027982314,0.736767927404,0.0,0.0719537815126,0.282765858209,0.012068067907,0.013675253635,0.0694317315027,0.127434210526,0.0216329129476,0.0151233190916,0.0491627128499,0.0771370001843,0.0214288204845,0.0132635505347,0.0301305453021,0.0321258550158,0.018175950271,0.0150517135094,0.0150517135094,0.0150517135094,0.0150517135094,857309025.0,13983196.0,3.8618852628e+11,34.5657656066,3.5666885461
1.0,288,0.00655341237539,0.00135277810619,20.6423467455,0.705833108424,0.0,0.0,0.129661290323,0.00386345093405,0.00315890628689,0.0316897880539,0.0518397412864,0.00826068635842,0.0076256568655,0.0262420201938,0.0307030757947,0.00936621201694,0.00625558018205,0.016518466335,0.0172683802654,0.00857244627105,0.00702641612822,0.00702641612822,0.00702641612822,0.00702641612822,864914452.0,6377769.0,3.9274669908e+11,35.6278563015,3.57669886239
1.0,2016,0.00202324072436,0.00092688541293,45.8119195493,0.597338760538,0.0,0.0,0.0,0.00101752398766,0.0,0.0180799062166,0.0487962630255,0.00268731683392,0.00122045632188,0.017390684006,0.0264303321539,0.00348134371569,0.00222740345787,0.00825647961893,0.00907069824971,0.00310990358223,0.00229457293546,0.00229457293546,0.00229457293546,0.00229457293546,869367525.0,1924696.0,3.9797168598e+11,39.2091755006,3.76741805636
