alpha,bp_batch_mean,bp_batch_mean_delta,bp_batch_mean_percent_error,utilization,bp_by_hour_50,bp_by_hour_95,bp_by_hour_99,bp_by_hour_mean,bp_by_day_50,bp_by_day_95,bp_by_day_99,bp_by_day_mean,bp_by_week_50,bp_by_week_95,bp_by_week_99,bp_by_week_mean,bp_by_month_50,bp_by_month_95,bp_by_month_99,bp_by_month_mean,bp_by_year_50,bp_by_year_95,bp_by_year_99,bp_by_year_mean,billable_time,lost_billable_time,server_cost_time,num_servers,ns_delta
0.11,0.0550345071669,0.0154076921453,27.9964206795,0.658387584753,0,0.294117647059,0.6,0.0399793877471,0.0451316598679,0.155874553211,0.191236719082,0.0558355209554,0.0581661163322,0.130064254139,0.135542798581,0.0571371506072,0.060015379318,0.119689566339,0.125201187715,0.0588208566158,0.054156487591,0.054156487591,0.054156487591,0.054156487591,818067944,53224277,555163121829,36.7814664311,4.12147466141
0.12,0.053801687017,0.0151628001081,28.1827595914,0.656487997973,0,0.294117647059,0.6,0.039505540727,0.0430874450415,0.15177322817,0.189555930558,0.0546620531838,0.0567661526062,0.127861241549,0.134973363689,0.0559696095242,0.0588581176039,0.118144156096,0.122798391841,0.0577213626896,0.0529692458732,0.0529692458732,0.0529692458732,0.0529692458732,818965927,52326294,595348228329,37.0214899882,4.13934764617
0.13,0.0529935704595,0.0149150055638,28.1449342524,0.654791251428,0,0.288461538462,0.6,0.0394055014313,0.0454867192392,0.146250725868,0.184478603192,0.0541892204786,0.0561968748507,0.126588839881,0.133624435511,0.0554952674403,0.0584133060947,0.11660461159,0.120799406389,0.0568850260272,0.0521644329779,0.0521644329779,0.0521644329779,0.0521644329779,820086531,51205690,632495567829,37.2456949352,4.16120338984
0.14,0.052303427122,0.0146956651966,28.0969450861,0.652928536049,0,0.285714285714,0.595882352941,0.0394727305254,0.0469962768978,0.148258230722,0.171591519015,0.0539643014546,0.0550315859894,0.127352319943,0.132176196812,0.0552260013207,0.0580965170415,0.116156967326,0.119260383349,0.0563139841898,0.0515080252974,0.0515080252974,0.0515080252974,0.0515080252974,820946362,50345859,671639582190,37.4637279152,4.17963669317
0.15,0.0517371556657,0.0145523001052,28.1273678808,0.650404221908,0,0.276045487894,0.6,0.0393412641839,0.0463687063809,0.146474477586,0.175366361084,0.0535792068216,0.0537551699285,0.126128462023,0.130631178381,0.0546675171168,0.0570366053868,0.114221755588,0.117786220361,0.0557184894387,0.0509486517957,0.0509486517957,0.0509486517957,0.0509486517957,821099675,50192546,711262220790,37.6598586572,4.19336195174
0.16,0.0515012092255,0.0143991581999,27.9588740079,0.647943846934,0,0.284115138593,0.6,0.0399226686882,0.0448155003347,0.143712744763,0.168377456087,0.0540380087325,0.0551492330482,0.126484043583,0.131138794418,0.0549919910765,0.0565584315068,0.114730393019,0.116961882117,0.0557303864011,0.0507659992237,0.0507659992237,0.0507659992237,0.0507659992237,821361469,49930752,749402829690,37.8558951708,4.21400373009
0.17,0.0509703297352,0.0143480116187,28.1497327823,0.645709797214,0,0.285714285714,0.6,0.0403362869726,0.0468488712375,0.142169478721,0.17665555969,0.0541102973248,0.0552242697308,0.125950650838,0.131386144242,0.0550085188114,0.0551874778615,0.114130076066,0.115513115721,0.05544968254,0.0502694125437,0.0502694125437,0.0502694125437,0.0502694125437,822000440,49291781,786355912290,38.050753828,4.22886225972
0.18,0.0504158556008,0.0140438532679,27.8560248567,0.643425392975,0,0.285714285714,0.6,0.0401769872689,0.0450372307774,0.137213983051,0.175157961852,0.0536105027986,0.0548753342246,0.122668718093,0.129825574029,0.0545532457898,0.0546373489308,0.111849001857,0.112439758598,0.0549148738924,0.0496986232562,0.0496986232562,0.0496986232562,0.0496986232562,822612017,48680204,823282203390,38.2332567727,4.24353544102
0.19,0.0502742877367,0.0138585486041,27.5658775649,0.640693355452,0,0.285714285714,0.6,0.0405433761627,0.0458906112899,0.136809012313,0.173868763246,0.0537358907487,0.053994264077,0.122302221613,0.128821038471,0.0544904044297,0.0544415401133,0.111215391218,0.112232509015,0.0547014946831,0.0495673417201,0.0495673417201,0.0495673417201,0.0495673417201,822733802,48558419,861688577190,38.4078975265,4.25549637532
0.2,0.0503391730077,0.0139176272547,27.647707388,0.638229816696,0,0.285714285714,0.6,0.0410367040368,0.0457370827481,0.140805776714,0.176737598026,0.0543111525318,0.0537241499869,0.123546446244,0.133039721862,0.0549366449379,0.0539288254735,0.112137242621,0.112385999133,0.0549464059955,0.0496586680061,0.0496586680061,0.0496586680061,0.0496586680061,822721110,48571111,898048200390,38.5789929329,4.26917374283
0.21,0.0495959417212,0.0137477729429,27.7195521766,0.635914743319,0,0.285714285714,0.6,0.0411648730632,0.0450610907277,0.140110981667,0.173490175346,0.053994441618,0.0547027769469,0.121443432299,0.132792372038,0.0545573858034,0.0527364394582,0.110960209953,0.111829694083,0.0543138272715,0.0489451813968,0.0489451813968,0.0489451813968,0.0489451813968,823287900,48004321,933737272290,38.7550765607,4.28349459909
0.22,0.0496844216363,0.0136995683829,27.5731666621,0.633391374889,0,0.285714285714,0.6,0.0417650866655,0.0461861667744,0.139373881932,0.180953865042,0.0543617470083,0.0542969327911,0.120962304628,0.137383449292,0.0549994419001,0.0530907011868,0.111008268418,0.112908967496,0.0546638822372,0.0490422155757,0.0490422155757,0.0490422155757,0.0490422155757,823397627,47894594,968636922390,38.9193639576,4.29477796732
0.23,0.0493953872471,0.0135902357622,27.5131677666,0.630921823198,0,0.285714285714,0.61685520362,0.0418887026698,0.0464253058736,0.136715789474,0.180953865042,0.0545844361539,0.0560023655413,0.119155776803,0.136945558318,0.0550751615459,0.0529150070881,0.110043074557,0.112181097864,0.0543814037281,0.0487396972534,0.0487396972534,0.0487396972534,0.0487396972534,823721425,47570796,1002783564990,39.0975795053,4.30894160087
